serial_no,date,country,type,ref_no,summary,un_region,ohchr_region,alleged_victims,nb_of_replies,replies,vulnerable_groups,women_and_girls,human_rights_defenders,mandate
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,housing
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,food
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,health
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,poverty
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,water and sanitation
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,freedom of peaceful assembly and of association
6273,11 Jun 2013,South Korea,JAL,KOR 1/2013,"Alleged forced eviction of residents living in Jagatsinghpur District, Odisha, and surrounding areas in India. According to the information received, the Government of India granted concessions to the multi-national steel corporation, Pohang Iron and Steel Corporation (POSC), based in the Republic of Korea, for the construction of an intergrated steel plant and a captive port, which could force up to 20,000 people to leave their homes and land. Sources suggest that the construction of the steel plant would result in serious violations of human rights, including the right to adequate standard of living, food, adequate housing, water and sanitation, health and education.",Asia-Pacific Group,Asia Pacific,0,1,14 Aug 2013,0,0,1,business
6275,11 Jun 2013,Myanmar,JAL,MMR 9/2013,"Alleged excessive use of force by law enforcement officials against a group of Rohingyas engaged in a peaceful protest, which included the fatal shooting of three Rohingya women. According to information received, a crowd of approximately 40 to 50 mostly Rohingya women gathered in their village of Pa Rein in Rakhine State to protest against the construction of new temporary housing. Following the reported refusal of the protestors to leave the construction site, security forces allegedly fired shots into the air and directly into the crowd. In addition to the three women reportedly killed by the shots, three men and two women were injured by the gunfire.",Asia-Pacific Group,Asia Pacific,3,1,22 Jul 2013,1,1,1,freedom of opinion and expression
6275,11 Jun 2013,Myanmar,JAL,MMR 9/2013,"Alleged excessive use of force by law enforcement officials against a group of Rohingyas engaged in a peaceful protest, which included the fatal shooting of three Rohingya women. According to information received, a crowd of approximately 40 to 50 mostly Rohingya women gathered in their village of Pa Rein in Rakhine State to protest against the construction of new temporary housing. Following the reported refusal of the protestors to leave the construction site, security forces allegedly fired shots into the air and directly into the crowd. In addition to the three women reportedly killed by the shots, three men and two women were injured by the gunfire.",Asia-Pacific Group,Asia Pacific,3,1,22 Jul 2013,1,1,1,human rights defenders
6275,11 Jun 2013,Myanmar,JAL,MMR 9/2013,"Alleged excessive use of force by law enforcement officials against a group of Rohingyas engaged in a peaceful protest, which included the fatal shooting of three Rohingya women. According to information received, a crowd of approximately 40 to 50 mostly Rohingya women gathered in their village of Pa Rein in Rakhine State to protest against the construction of new temporary housing. Following the reported refusal of the protestors to leave the construction site, security forces allegedly fired shots into the air and directly into the crowd. In addition to the three women reportedly killed by the shots, three men and two women were injured by the gunfire.",Asia-Pacific Group,Asia Pacific,3,1,22 Jul 2013,1,1,1,myanmar
6275,11 Jun 2013,Myanmar,JAL,MMR 9/2013,"Alleged excessive use of force by law enforcement officials against a group of Rohingyas engaged in a peaceful protest, which included the fatal shooting of three Rohingya women. According to information received, a crowd of approximately 40 to 50 mostly Rohingya women gathered in their village of Pa Rein in Rakhine State to protest against the construction of new temporary housing. Following the reported refusal of the protestors to leave the construction site, security forces allegedly fired shots into the air and directly into the crowd. In addition to the three women reportedly killed by the shots, three men and two women were injured by the gunfire.",Asia-Pacific Group,Asia Pacific,3,1,22 Jul 2013,1,1,1,executions
