dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Population,Working Age Population (15-64 yrs),Kibidhoo,Thaa Atoll,Thaa (Th),16,400,16,Administrative Islands,Maldivians,0,52482,1.4704590402322757,FALSE
Population,Working Age Population (15-64 yrs),Madifushi,Thaa Atoll,Thaa (Th),16,485,16,Administrative Islands,Maldivians,0,52482,1.7780049397242934,FALSE
Population,Working Age Population (15-64 yrs),Omadhoo,Thaa Atoll,Thaa (Th),16,244,16,Administrative Islands,Maldivians,0,52482,0.9060218599881019,FALSE
Population,Working Age Population (15-64 yrs),Thimarafushi,Thaa Atoll,Thaa (Th),16,632,16,Administrative Islands,Maldivians,0,52482,2.3098784364928417,FALSE
Population,Working Age Population (15-64 yrs),Vandhoo,Thaa Atoll,Thaa (Th),16,201,16,Administrative Islands,Maldivians,0,52482,0.7504398167156694,FALSE
Population,Working Age Population (15-64 yrs),Veymandoo,Thaa Atoll,Thaa (Th),16,746,16,Administrative Islands,Maldivians,0,52482,2.72235176051743,FALSE
Population,Working Age Population (15-64 yrs),Vilufushi,Thaa Atoll,Thaa (Th),16,563,16,Administrative Islands,Maldivians,0,52482,2.0602235298463802,FALSE
Population,Working Age Population (15-64 yrs),Dhabidhoo,Laamu Atoll,Laamu (L),17,348,17,Administrative Islands,Maldivians,0,52482,1.2823133134842177,FALSE
Population,Working Age Population (15-64 yrs),Fonadhoo,Laamu Atoll,Laamu (L),17,1728,17,Administrative Islands,Maldivians,0,52482,6.275411446413447,FALSE
Population,Working Age Population (15-64 yrs),Gamu,Laamu Atoll,Laamu (L),17,2378,17,Administrative Islands,Maldivians,0,52482,8.62723303076417,FALSE
Population,Working Age Population (15-64 yrs),Hithadhoo,Seenu Atoll,Addu (S),21,682,21,Administrative Islands,Maldivians,0,52482,2.4907877891352053,TRUE
Population,Working Age Population (15-64 yrs),Isdhoo,Laamu Atoll,Laamu (L),17,540,17,Administrative Islands,Maldivians,0,52482,1.977005227630893,FALSE
Population,Working Age Population (15-64 yrs),Kalhaidhoo,Laamu Atoll,Laamu (L),17,365,17,Administrative Islands,Maldivians,0,52482,1.3438224933826213,FALSE
Population,Working Age Population (15-64 yrs),Kunahandhoo,Laamu Atoll,Laamu (L),17,358,17,Administrative Islands,Maldivians,0,52482,1.3184951840126904,FALSE
Population,Working Age Population (15-64 yrs),Maabaidhoo,Laamu Atoll,Laamu (L),17,281,17,Administrative Islands,Maldivians,0,52482,1.039894780943451,FALSE
Population,Working Age Population (15-64 yrs),Maamendhoo,Laamu Atoll,Laamu (L),17,504,17,Administrative Islands,Maldivians,0,52482,1.8467504937283916,FALSE
Population,Working Age Population (15-64 yrs),Maavah,Laamu Atoll,Laamu (L),17,828,17,Administrative Islands,Maldivians,0,52482,3.0190430988509065,FALSE
Population,Working Age Population (15-64 yrs),Mundhoo,Laamu Atoll,Laamu (L),17,95,17,Administrative Islands,Maldivians,0,52482,0.366911989113859,FALSE
Population,Working Age Population (15-64 yrs),Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,557,18,Administrative Islands,Maldivians,0,52482,2.0385144075292967,FALSE
Population,Working Age Population (15-64 yrs),Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,292,18,Administrative Islands,Maldivians,0,52482,1.0796948385247709,FALSE
Population,Working Age Population (15-64 yrs),Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,710,18,Administrative Islands,Maldivians,0,52482,2.5920970266149284,FALSE
Population,Working Age Population (15-64 yrs),Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,324,18,Administrative Islands,Maldivians,0,52482,1.1954768242158833,FALSE
Population,Working Age Population (15-64 yrs),Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,166,18,Administrative Islands,Maldivians,0,52482,0.623803269866015,FALSE
Population,Working Age Population (15-64 yrs),Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,332,18,Administrative Islands,Maldivians,0,52482,1.2244223206386615,FALSE
Population,Working Age Population (15-64 yrs),Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,681,18,Administrative Islands,Maldivians,0,52482,2.487169602082358,FALSE
Population,Working Age Population (15-64 yrs),Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,323,18,Administrative Islands,Maldivians,0,52482,1.1918586371630362,FALSE
Population,Working Age Population (15-64 yrs),Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,1580,18,Administrative Islands,Maldivians,0,52482,5.739919762592052,FALSE
Population,Working Age Population (15-64 yrs),Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,466,19,Administrative Islands,Maldivians,0,52482,1.7092593857201954,FALSE
Population,Working Age Population (15-64 yrs),Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,301,19,Administrative Islands,Maldivians,0,52482,1.1122585220003962,FALSE
Population,Working Age Population (15-64 yrs),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,759,19,Administrative Islands,Maldivians,0,52482,2.769388192204445,FALSE
Population,Working Age Population (15-64 yrs),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,454,19,Administrative Islands,Maldivians,0,52482,1.6658411410860283,FALSE
Population,Working Age Population (15-64 yrs),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,668,19,Administrative Islands,Maldivians,0,52482,2.4401331703953435,FALSE
Population,Working Age Population (15-64 yrs),Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,359,19,Administrative Islands,Maldivians,0,52482,1.3221133710655377,FALSE
Population,Working Age Population (15-64 yrs),Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,213,19,Administrative Islands,Maldivians,0,52482,0.7938580613498365,FALSE
Population,Working Age Population (15-64 yrs),Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,3265,19,Administrative Islands,Maldivians,0,52482,11.836564946639696,FALSE
Population,Working Age Population (15-64 yrs),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,306,19,Administrative Islands,Maldivians,0,52482,1.1303494572646327,FALSE
Population,Working Age Population (15-64 yrs),Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,4851,20,Administrative Islands,Maldivians,0,52482,17.575009612455464,FALSE
Population,Working Age Population (15-64 yrs),Feydhoo,Seenu Atoll,Addu (S),21,1981,21,Administrative Islands,Maldivians,0,52482,7.190812770783806,FALSE
Population,Working Age Population (15-64 yrs),Hithadhoo,Seenu Atoll,Addu (S),21,7195,21,Administrative Islands,Maldivians,0,52482,26.05604006432946,TRUE
Population,Working Age Population (15-64 yrs),Hulhudhoo,Seenu Atoll,Addu (S),21,639,21,Administrative Islands,Maldivians,0,52482,2.3352057458627726,FALSE
Population,Working Age Population (15-64 yrs),Maradhoo,Seenu Atoll,Addu (S),21,1419,21,Administrative Islands,Maldivians,0,52482,5.157391647083641,FALSE
Population,Working Age Population (15-64 yrs),Maradhoo-Feydhoo,Seenu Atoll,Addu (S),21,810,21,Administrative Islands,Maldivians,0,52482,2.953915731899656,FALSE
Population,Working Age Population (15-64 yrs),Meedhoo,Seenu Atoll,Addu (S),21,1112,21,Administrative Islands,Maldivians,0,52482,4.04660822185953,FALSE
Population,Youth Population (International) (15-24 yrs),Baarah,Haa Alif Atoll,Haa Alif (HA),1,115,1,Administrative Islands,Maldivians,0,52482,0.4392757301708044,FALSE
Population,Youth Population (International) (15-24 yrs),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,284,1,Administrative Islands,Maldivians,0,52482,1.0507493421019927,FALSE
Population,Youth Population (International) (15-24 yrs),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,55,1,Administrative Islands,Maldivians,0,52482,0.22218450699996836,FALSE
Population,Youth Population (International) (15-24 yrs),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,115,1,Administrative Islands,Maldivians,0,52482,0.4392757301708044,FALSE
Population,Youth Population (International) (15-24 yrs),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,322,1,Administrative Islands,Maldivians,0,52482,1.1882404501101889,FALSE
Population,Youth Population (International) (15-24 yrs),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,74,1,Administrative Islands,Maldivians,0,52482,0.29093006100406643,FALSE
Population,Youth Population (International) (15-24 yrs),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,69,1,Administrative Islands,Maldivians,0,52482,0.2728391257398301,FALSE
Population,Youth Population (International) (15-24 yrs),Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,22,1,Administrative Islands,Maldivians,0,52482,0.10278433425600851,FALSE
Population,Youth Population (International) (15-24 yrs),Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,35,1,Administrative Islands,Maldivians,0,52482,0.14982076594302302,FALSE
Population,Youth Population (International) (15-24 yrs),Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,23,1,Administrative Islands,Maldivians,0,52482,0.10640252130885577,FALSE
Population,Youth Population (International) (15-24 yrs),Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,30,1,Administrative Islands,Maldivians,0,52482,0.13172983067878666,FALSE
Population,Youth Population (International) (15-24 yrs),Uligamu,Haa Alif Atoll,Haa Alif (HA),1,33,1,Administrative Islands,Maldivians,0,52482,0.14258439183732846,FALSE
Population,Youth Population (International) (15-24 yrs),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,47,1,Administrative Islands,Maldivians,0,52482,0.19323901057719023,FALSE
Population,Youth Population (International) (15-24 yrs),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,55,1,Administrative Islands,Maldivians,0,52482,0.22218450699996836,FALSE
Population,Youth Population (International) (15-24 yrs),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,33,2,Administrative Islands,Maldivians,0,52482,0.14258439183732846,FALSE
Population,Youth Population (International) (15-24 yrs),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,223,2,Administrative Islands,Maldivians,0,52482,0.8300399318783093,FALSE
Population,Youth Population (International) (15-24 yrs),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,25,2,Administrative Islands,Maldivians,0,52482,0.1136388954145503,FALSE
Population,Youth Population (International) (15-24 yrs),Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,1289,2,Administrative Islands,Maldivians,0,52482,4.687027330213497,FALSE
Population,Youth Population (International) (15-24 yrs),Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,112,2,Administrative Islands,Maldivians,0,52482,0.42842116901226257,FALSE
Population,Youth Population (International) (15-24 yrs),Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,52,2,Administrative Islands,Maldivians,0,52482,0.21132994584142653,FALSE
Population,Youth Population (International) (15-24 yrs),Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,111,2,Administrative Islands,Maldivians,0,52482,0.42480298195941535,FALSE
Population,Youth Population (International) (15-24 yrs),Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,31,2,Administrative Islands,Maldivians,0,52482,0.13534801773163394,FALSE
Population,Youth Population (International) (15-24 yrs),Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,103,2,Administrative Islands,Maldivians,0,52482,0.39585748553663713,FALSE
Population,Youth Population (International) (15-24 yrs),Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,48,2,Administrative Islands,Maldivians,0,52482,0.19685719763003748,FALSE
Population,Youth Population (International) (15-24 yrs),Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,226,2,Administrative Islands,Maldivians,0,52482,0.840894493036851,FALSE
Population,Youth Population (International) (15-24 yrs),Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,116,2,Administrative Islands,Maldivians,0,52482,0.4428939172236517,FALSE
Population,Youth Population (International) (15-24 yrs),Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,71,2,Administrative Islands,Maldivians,0,52482,0.28007549984552466,FALSE
Population,Youth Population (International) (15-24 yrs),Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,31,3,Administrative Islands,Maldivians,0,52482,0.13534801773163394,FALSE
Population,Youth Population (International) (15-24 yrs),Feevah,Shaviyani Atoll,Shaviyani (Sh),3,64,3,Administrative Islands,Maldivians,0,52482,0.25474819047559377,FALSE
Population,Youth Population (International) (15-24 yrs),Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,96,3,Administrative Islands,Maldivians,0,52482,0.3705301761667063,FALSE
Population,Youth Population (International) (15-24 yrs),Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,198,3,Administrative Islands,Maldivians,0,52482,0.7395852555571275,FALSE
Population,Youth Population (International) (15-24 yrs),Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,264,3,Administrative Islands,Maldivians,0,52482,0.9783856010450473,FALSE
Population,Youth Population (International) (15-24 yrs),Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,61,3,Administrative Islands,Maldivians,0,52482,0.24389362931705197,FALSE
Population,Youth Population (International) (15-24 yrs),Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,120,3,Administrative Islands,Maldivians,0,52482,0.4573666654350408,FALSE
Population,Youth Population (International) (15-24 yrs),Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,61,3,Administrative Islands,Maldivians,0,52482,0.24389362931705197,FALSE
Population,Youth Population (International) (15-24 yrs),Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,54,3,Administrative Islands,Maldivians,0,52482,0.21856631994712108,FALSE
Population,Youth Population (International) (15-24 yrs),Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,97,3,Administrative Islands,Maldivians,0,52482,0.3741483632195536,FALSE
Population,Youth Population (International) (15-24 yrs),Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,48,3,Administrative Islands,Maldivians,0,52482,0.19685719763003748,FALSE
Population,Youth Population (International) (15-24 yrs),Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,232,3,Administrative Islands,Maldivians,0,52482,0.8626036153539346,FALSE
Population,Youth Population (International) (15-24 yrs),Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,63,3,Administrative Islands,Maldivians,0,52482,0.2511300034227465,FALSE
Population,Youth Population (International) (15-24 yrs),Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,37,3,Administrative Islands,Maldivians,0,52482,0.15705714004871754,FALSE
Population,Youth Population (International) (15-24 yrs),Fodhdhoo,Noonu Atoll,Noonu (N),6,34,6,Administrative Islands,Maldivians,0,52482,0.14620257889017574,FALSE
Population,Youth Population (International) (15-24 yrs),Hebadhoo,Noonu Atoll,Noonu (N),6,72,6,Administrative Islands,Maldivians,0,52482,0.2836936868983719,FALSE
Population,Youth Population (International) (15-24 yrs),Holhudhoo,Noonu Atoll,Noonu (N),6,157,6,Administrative Islands,Maldivians,0,52482,0.5912395863903895,FALSE
Population,Youth Population (International) (15-24 yrs),Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,161,6,Administrative Islands,Maldivians,0,52482,0.6057123346017786,FALSE
Population,Youth Population (International) (15-24 yrs),Kudafari,Noonu Atoll,Noonu (N),6,64,6,Administrative Islands,Maldivians,0,52482,0.25474819047559377,FALSE
Population,Youth Population (International) (15-24 yrs),Landhoo,Noonu Atoll,Noonu (N),6,73,6,Administrative Islands,Maldivians,0,52482,0.28731187395121915,FALSE
Population,Youth Population (International) (15-24 yrs),Lhohi,Noonu Atoll,Noonu (N),6,58,6,Administrative Islands,Maldivians,0,52482,0.23303906815851014,FALSE
Population,Youth Population (International) (15-24 yrs),Maafaru,Noonu Atoll,Noonu (N),6,120,6,Administrative Islands,Maldivians,0,52482,0.4573666654350408,FALSE
Population,Youth Population (International) (15-24 yrs),Maalhendhoo,Noonu Atoll,Noonu (N),6,85,6,Administrative Islands,Maldivians,0,52482,0.33073011858538637,FALSE
Population,Youth Population (International) (15-24 yrs),Magoodhoo,Noonu Atoll,Noonu (N),6,30,6,Administrative Islands,Maldivians,0,52482,0.13172983067878666,FALSE
Population,Youth Population (International) (15-24 yrs),Manadhoo,Noonu Atoll,Noonu (N),6,173,6,Administrative Islands,Maldivians,0,52482,0.6491305792359459,FALSE
Population,Youth Population (International) (15-24 yrs),Miladhoo,Noonu Atoll,Noonu (N),6,99,6,Administrative Islands,Maldivians,0,52482,0.38138473732524814,FALSE
Population,Youth Population (International) (15-24 yrs),Velidhoo,Noonu Atoll,Noonu (N),6,161,6,Administrative Islands,Maldivians,0,52482,0.6057123346017786,FALSE
Population,Youth Population (International) (15-24 yrs),Agolhitheemu,Raa Atoll,Raa (R),7,24,7,Administrative Islands,Maldivians,0,52482,0.11002070836170304,FALSE
Population,Youth Population (International) (15-24 yrs),Alifushi,Raa Atoll,Raa (R),7,152,7,Administrative Islands,Maldivians,0,52482,0.5731486511261532,FALSE
Population,Youth Population (International) (15-24 yrs),Dhuvaafaru,Raa Atoll,Raa (R),7,437,7,Administrative Islands,Maldivians,0,52482,1.6043319611876248,FALSE
Population,Youth Population (International) (15-24 yrs),Fainu,Raa Atoll,Raa (R),7,42,7,Administrative Islands,Maldivians,0,52482,0.17514807531295387,FALSE
Population,Youth Population (International) (15-24 yrs),Hulhudhuffaaru,Raa Atoll,Raa (R),7,120,7,Administrative Islands,Maldivians,0,52482,0.4573666654350408,FALSE
Population,Youth Population (International) (15-24 yrs),Iguraidhoo,Raa Atoll,Raa (R),7,97,7,Administrative Islands,Maldivians,0,52482,0.3741483632195536,FALSE
Population,Youth Population (International) (15-24 yrs),Innamaadhoo,Raa Atoll,Raa (R),7,42,7,Administrative Islands,Maldivians,0,52482,0.17514807531295387,FALSE
Population,Youth Population (International) (15-24 yrs),Kinolhas,Raa Atoll,Raa (R),7,60,7,Administrative Islands,Maldivians,0,52482,0.24027544226420466,FALSE
Population,Youth Population (International) (15-24 yrs),Maakurathu,Raa Atoll,Raa (R),7,113,7,Administrative Islands,Maldivians,0,52482,0.43203935606510985,FALSE
Population,Youth Population (International) (15-24 yrs),Maduvvari,Raa Atoll,Raa (R),7,161,7,Administrative Islands,Maldivians,0,52482,0.6057123346017786,FALSE
Population,Youth Population (International) (15-24 yrs),Meedhoo,Raa Atoll,Raa (R),7,220,7,Administrative Islands,Maldivians,0,52482,0.8191853707197674,FALSE
Population,Youth Population (International) (15-24 yrs),Rasgetheemu,Raa Atoll,Raa (R),7,54,7,Administrative Islands,Maldivians,0,52482,0.21856631994712108,FALSE
Population,Youth Population (International) (15-24 yrs),Rasmaadhoo,Raa Atoll,Raa (R),7,46,7,Administrative Islands,Maldivians,0,52482,0.18962082352434295,FALSE
Population,Youth Population (International) (15-24 yrs),Ugoofaaru,Raa Atoll,Raa (R),7,183,7,Administrative Islands,Maldivians,0,52482,0.6853124497644185,FALSE
Population,Youth Population (International) (15-24 yrs),Vaadhoo,Raa Atoll,Raa (R),7,53,7,Administrative Islands,Maldivians,0,52482,0.21494813289427384,FALSE
Population,Youth Population (International) (15-24 yrs),Dharavandhoo,Baa Atoll,Baa (B),4,85,4,Administrative Islands,Maldivians,0,52482,0.33073011858538637,FALSE
Population,Youth Population (International) (15-24 yrs),Dhonfanu,Baa Atoll,Baa (B),4,48,4,Administrative Islands,Maldivians,0,52482,0.19685719763003748,FALSE
Population,Youth Population (International) (15-24 yrs),Eydhafushi,Baa Atoll,Baa (B),4,305,4,Administrative Islands,Maldivians,0,52482,1.1267312702117853,FALSE
Population,Youth Population (International) (15-24 yrs),Fehendhoo,Baa Atoll,Baa (B),4,26,4,Administrative Islands,Maldivians,0,52482,0.11725708246739758,FALSE
