country,year,status,sub_indicator,score,sub_indicator_text,sub_index_group
Thailand,2019,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Thailand,2019,NF,total_country_score,35,total_country_score,aggregation
Thailand,2018,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2018,NF,b_limits_on_content,11,b_limits_on_content,aggregation
Thailand,2018,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Thailand,2018,NF,total_country_score,35,total_country_score,aggregation
Thailand,2017,NF,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Thailand,2017,NF,b_limits_on_content,11,b_limits_on_content,aggregation
Thailand,2017,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Thailand,2017,NF,total_country_score,33,total_country_score,aggregation
Thailand,2016,NF,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Thailand,2016,NF,b_limits_on_content,12,b_limits_on_content,aggregation
Thailand,2016,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Thailand,2016,NF,total_country_score,34,total_country_score,aggregation
Thailand,2015,NF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Thailand,2015,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Thailand,2015,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Thailand,2015,NF,total_country_score,37,total_country_score,aggregation
Thailand,2014,NF,a_obstacles_to_access,14,a_obstacles_to_access,aggregation
Thailand,2014,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Thailand,2014,NF,c_violations_of_user_rights,10,c_violations_of_user_rights,aggregation
Thailand,2014,NF,total_country_score,38,total_country_score,aggregation
Thailand,2013,PF,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Thailand,2013,PF,b_limits_on_content,14,b_limits_on_content,aggregation
Thailand,2013,PF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Thailand,2013,PF,total_country_score,40,total_country_score,aggregation
Thailand,2012,NF,a_obstacles_to_access,14,a_obstacles_to_access,aggregation
Thailand,2012,NF,b_limits_on_content,14,b_limits_on_content,aggregation
Thailand,2012,NF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Thailand,2012,NF,total_country_score,39,total_country_score,aggregation
Thailand,2011,NF,a_obstacles_to_access,13,a_obstacles_to_access,aggregation
Thailand,2011,NF,b_limits_on_content,12,b_limits_on_content,aggregation
Thailand,2011,NF,c_violations_of_user_rights,14,c_violations_of_user_rights,aggregation
Thailand,2011,NF,total_country_score,39,total_country_score,aggregation
Vietnam,2023,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Vietnam,2023,NF,a2,2,Internet accesibility,A. Obstructions to access
Vietnam,2023,NF,a3,4,Government restrictions,A. Obstructions to access
Vietnam,2023,NF,a4,2,Service provider diversity,A. Obstructions to access
Vietnam,2023,NF,a5,0,Regulatory failure,A. Obstructions to access
Vietnam,2023,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2023,NF,b1,2,Blocked content,B. Limits on content
Vietnam,2023,NF,b2,0,Forced content deletion,B. Limits on content
Vietnam,2023,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Vietnam,2023,NF,b4,1,Self-censorship,B. Limits on content
Vietnam,2023,NF,b5,0,Information control and manipulation,B. Limits on content
Vietnam,2023,NF,b6,0,Constraints on publishing,B. Limits on content
Vietnam,2023,NF,b7,1,Lack diversity and reliability,B. Limits on content
Vietnam,2023,NF,b8,2,Constraints on communities,B. Limits on content
Vietnam,2023,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Vietnam,2023,NF,c1,0,Legal protections,C. Violation of user rights
Vietnam,2023,NF,c2,0,Criminalised online activities,C. Violation of user rights
Vietnam,2023,NF,c3,0,Individuals penalised,C. Violation of user rights
Vietnam,2023,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Vietnam,2023,NF,c5,1,State infringement of privacy,C. Violation of user rights
Vietnam,2023,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Vietnam,2023,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Vietnam,2023,NF,c8,1,Cyberattacks,C. Violation of user rights
Vietnam,2023,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Vietnam,2023,NF,total_country_score,22,total_country_score,aggregation
Vietnam,2022,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Vietnam,2022,NF,a2,2,Internet accesibility,A. Obstructions to access
Vietnam,2022,NF,a3,4,Government restrictions,A. Obstructions to access
Vietnam,2022,NF,a4,2,Service provider diversity,A. Obstructions to access
Vietnam,2022,NF,a5,0,Regulatory failure,A. Obstructions to access
Vietnam,2022,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2022,NF,b1,2,Blocked content,B. Limits on content
Vietnam,2022,NF,b2,0,Forced content deletion,B. Limits on content
Vietnam,2022,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Vietnam,2022,NF,b4,1,Self-censorship,B. Limits on content
Vietnam,2022,NF,b5,0,Information control and manipulation,B. Limits on content
Vietnam,2022,NF,b6,0,Constraints on publishing,B. Limits on content
Vietnam,2022,NF,b7,1,Lack diversity and reliability,B. Limits on content
Vietnam,2022,NF,b8,2,Constraints on communities,B. Limits on content
Vietnam,2022,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Vietnam,2022,NF,c1,0,Legal protections,C. Violation of user rights
Vietnam,2022,NF,c2,0,Criminalised online activities,C. Violation of user rights
Vietnam,2022,NF,c3,0,Individuals penalised,C. Violation of user rights
Vietnam,2022,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Vietnam,2022,NF,c5,1,State infringement of privacy,C. Violation of user rights
Vietnam,2022,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Vietnam,2022,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Vietnam,2022,NF,c8,1,Cyberattacks,C. Violation of user rights
Vietnam,2022,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Vietnam,2022,NF,total_country_score,22,total_country_score,aggregation
Vietnam,2021,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Vietnam,2021,NF,a2,2,Internet accesibility,A. Obstructions to access
Vietnam,2021,NF,a3,4,Government restrictions,A. Obstructions to access
Vietnam,2021,NF,a4,2,Service provider diversity,A. Obstructions to access
Vietnam,2021,NF,a5,0,Regulatory failure,A. Obstructions to access
Vietnam,2021,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2021,NF,b1,2,Blocked content,B. Limits on content
Vietnam,2021,NF,b2,0,Forced content deletion,B. Limits on content
Vietnam,2021,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Vietnam,2021,NF,b4,1,Self-censorship,B. Limits on content
Vietnam,2021,NF,b5,0,Information control and manipulation,B. Limits on content
Vietnam,2021,NF,b6,0,Constraints on publishing,B. Limits on content
Vietnam,2021,NF,b7,1,Lack diversity and reliability,B. Limits on content
Vietnam,2021,NF,b8,2,Constraints on communities,B. Limits on content
Vietnam,2021,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Vietnam,2021,NF,c1,0,Legal protections,C. Violation of user rights
Vietnam,2021,NF,c2,0,Criminalised online activities,C. Violation of user rights
Vietnam,2021,NF,c3,0,Individuals penalised,C. Violation of user rights
Vietnam,2021,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Vietnam,2021,NF,c5,1,State infringement of privacy,C. Violation of user rights
Vietnam,2021,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Vietnam,2021,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Vietnam,2021,NF,c8,1,Cyberattacks,C. Violation of user rights
Vietnam,2021,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Vietnam,2021,NF,total_country_score,22,total_country_score,aggregation
Vietnam,2020,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Vietnam,2020,NF,a2,2,Internet accesibility,A. Obstructions to access
Vietnam,2020,NF,a3,3,Government restrictions,A. Obstructions to access
Vietnam,2020,NF,a4,2,Service provider diversity,A. Obstructions to access
Vietnam,2020,NF,a5,0,Regulatory failure,A. Obstructions to access
Vietnam,2020,NF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Vietnam,2020,NF,b1,2,Blocked content,B. Limits on content
Vietnam,2020,NF,b2,0,Forced content deletion,B. Limits on content
Vietnam,2020,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Vietnam,2020,NF,b4,1,Self-censorship,B. Limits on content
Vietnam,2020,NF,b5,0,Information control and manipulation,B. Limits on content
Vietnam,2020,NF,b6,0,Constraints on publishing,B. Limits on content
Vietnam,2020,NF,b7,1,Lack diversity and reliability,B. Limits on content
Vietnam,2020,NF,b8,3,Constraints on communities,B. Limits on content
Vietnam,2020,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2020,NF,c1,0,Legal protections,C. Violation of user rights
Vietnam,2020,NF,c2,0,Criminalised online activities,C. Violation of user rights
Vietnam,2020,NF,c3,0,Individuals penalised,C. Violation of user rights
Vietnam,2020,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Vietnam,2020,NF,c5,1,State infringement of privacy,C. Violation of user rights
Vietnam,2020,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Vietnam,2020,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Vietnam,2020,NF,c8,1,Cyberattacks,C. Violation of user rights
Vietnam,2020,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Vietnam,2020,NF,total_country_score,22,total_country_score,aggregation
Vietnam,2019,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Vietnam,2019,NF,a2,2,Internet accesibility,A. Obstructions to access
Vietnam,2019,NF,a3,4,Government restrictions,A. Obstructions to access
Vietnam,2019,NF,a4,2,Service provider diversity,A. Obstructions to access
Vietnam,2019,NF,a5,0,Regulatory failure,A. Obstructions to access
Vietnam,2019,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2019,NF,b1,2,Blocked content,B. Limits on content
Vietnam,2019,NF,b2,0,Forced content deletion,B. Limits on content
Vietnam,2019,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Vietnam,2019,NF,b4,1,Self-censorship,B. Limits on content
Vietnam,2019,NF,b5,0,Information control and manipulation,B. Limits on content
Vietnam,2019,NF,b6,0,Constraints on publishing,B. Limits on content
Vietnam,2019,NF,b7,1,Lack diversity and reliability,B. Limits on content
Vietnam,2019,NF,b8,3,Constraints on communities,B. Limits on content
Vietnam,2019,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2019,NF,c1,0,Legal protections,C. Violation of user rights
Vietnam,2019,NF,c2,0,Criminalised online activities,C. Violation of user rights
Vietnam,2019,NF,c3,0,Individuals penalised,C. Violation of user rights
Vietnam,2019,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Vietnam,2019,NF,c5,1,State infringement of privacy,C. Violation of user rights
Vietnam,2019,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Vietnam,2019,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Vietnam,2019,NF,c8,1,Cyberattacks,C. Violation of user rights
Vietnam,2019,NF,c_violations_of_user_rights,5,c_violations_of_user_rights,aggregation
Vietnam,2019,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2018,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2018,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2018,NF,c_violations_of_user_rights,5,c_violations_of_user_rights,aggregation
Vietnam,2018,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2017,NF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Vietnam,2017,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2017,NF,c_violations_of_user_rights,6,c_violations_of_user_rights,aggregation
Vietnam,2017,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2016,NF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Vietnam,2016,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2016,NF,c_violations_of_user_rights,6,c_violations_of_user_rights,aggregation
Vietnam,2016,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2015,NF,a_obstacles_to_access,12,a_obstacles_to_access,aggregation
Vietnam,2015,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Vietnam,2015,NF,c_violations_of_user_rights,6,c_violations_of_user_rights,aggregation
Vietnam,2015,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2014,NF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Vietnam,2014,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2014,NF,c_violations_of_user_rights,6,c_violations_of_user_rights,aggregation
Vietnam,2014,NF,total_country_score,24,total_country_score,aggregation
Vietnam,2013,NF,a_obstacles_to_access,11,a_obstacles_to_access,aggregation
Vietnam,2013,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Vietnam,2013,NF,c_violations_of_user_rights,7,c_violations_of_user_rights,aggregation
Vietnam,2013,NF,total_country_score,25,total_country_score,aggregation
Vietnam,2012,NF,a_obstacles_to_access,9,a_obstacles_to_access,aggregation
Vietnam,2012,NF,b_limits_on_content,9,b_limits_on_content,aggregation
Vietnam,2012,NF,c_violations_of_user_rights,9,c_violations_of_user_rights,aggregation
Vietnam,2012,NF,total_country_score,27,total_country_score,aggregation
Vietnam,2011,NF,a_obstacles_to_access,9,a_obstacles_to_access,aggregation
Vietnam,2011,NF,b_limits_on_content,10,b_limits_on_content,aggregation
Vietnam,2011,NF,c_violations_of_user_rights,8,c_violations_of_user_rights,aggregation
Vietnam,2011,NF,total_country_score,27,total_country_score,aggregation
